"","scientific_name","region_name"
"11852","Choerodon sugillatum","Northeast Shelf Province "
"11853","Choerodon venustus","Northeast Shelf Province "
"11854","Choerodon vitta","Northeast Shelf Province "
"11855","Choeroichthys brachysoma","Northeast Shelf Province "
"11856","Choeroichthys sculptus","Northeast Shelf Province "
"11857","Choeroichthys suillus","Northeast Shelf Province "
"11858","Chromileptes altivelis","Northeast Shelf Province "
"11859","Chromis alpha","Northeast Shelf Province "
"11860","Chromis amboinensis","Northeast Shelf Province "
"11861","Chromis analis","Northeast Shelf Province "
"11862","Chromis atripectoralis","Northeast Shelf Province "
"11863","Chromis atripes","Northeast Shelf Province "
"11864","Chromis chrysura","Northeast Shelf Province "
"11865","Chromis hypsilepis","Northeast Shelf Province "
"11866","Chromis iomelas","Northeast Shelf Province "
"11867","Chromis kennensis","Northeast Shelf Province "
"11868","Chromis lepidolepis","Northeast Shelf Province "
"11869","Chromis lineata","Northeast Shelf Province "
"11870","Chromis margaritifer","Northeast Shelf Province "
"11871","Chromis nitida","Northeast Shelf Province "
"11872","Chromis retrofasciata","Northeast Shelf Province "
"11873","Chromis ternatensis","Northeast Shelf Province "
"11874","Chromis vanderbilti","Northeast Shelf Province "
"11875","Chromis viridis","Northeast Shelf Province "
"11876","Chromis weberi","Northeast Shelf Province "
"11877","Chromis xanthura","Northeast Shelf Province "
"11878","Chrysiptera biocellata","Northeast Shelf Province "
"11879","Chrysiptera caesifrons","Northeast Shelf Province "
"11880","Chrysiptera cyanea","Northeast Shelf Province "
"11881","Chrysiptera flavipinnis","Northeast Shelf Province "
"11882","Chrysiptera glauca","Northeast Shelf Province "
"11883","Chrysiptera leucopoma","Northeast Shelf Province "
"11884","Chrysiptera rollandi","Northeast Shelf Province "
"11885","Chrysiptera talboti","Northeast Shelf Province "
"11886","Chrysiptera taupou","Northeast Shelf Province "
"11887","Chrysiptera tricincta","Northeast Shelf Province "
"11888","Chrysiptera unimaculata","Northeast Shelf Province "
"11889","Chrysophrys auratus","Northeast Shelf Province "
"11890","Cirrhilabrus cyanopleura","Northeast Shelf Province "
"11891","Cirrhilabrus exquisitus","Northeast Shelf Province "
"11892","Cirrhilabrus laboutei","Northeast Shelf Province "
"11893","Cirrhilabrus punctatus","Northeast Shelf Province "
"11894","Cirrhilabrus temminckii","Northeast Shelf Province "
"11895","Cirrhitichthys aprinus","Northeast Shelf Province "
"11896","Cirrhitichthys falco","Northeast Shelf Province "
"11897","Cirrhitichthys oxycephalus","Northeast Shelf Province "
"11898","Cirripectes alboapicalis","Northeast Shelf Province "
"11899","Cirripectes castaneus","Northeast Shelf Province "
"11900","Cirripectes chelomatus","Northeast Shelf Province "
"11901","Cirripectes quagga","Northeast Shelf Province "
"11902","Cirripectes stigmaticus","Northeast Shelf Province "
"11903","Citharoides macrolepidotus","Northeast Shelf Province "
"11904","Citharoides macrolepis","Northeast Shelf Province "
"11905","Cleidopus gloriamaris","Northeast Shelf Province "
"11906","Coelorinchus charius","Northeast Shelf Province "
"11907","Conger cinereus","Northeast Shelf Province "
"11908","Congrogadus subducens","Northeast Shelf Province "
"11909","Coradion altivelis","Northeast Shelf Province "
"11910","Coradion chrysozonus","Northeast Shelf Province "
"11911","Coris aurilineata","Northeast Shelf Province "
"11912","Coris aygula","Northeast Shelf Province "
"11913","Coris batuensis","Northeast Shelf Province "
"11914","Coris dorsomacula","Northeast Shelf Province "
"11915","Coris gaimard","Northeast Shelf Province "
"11916","Coris pictoides","Northeast Shelf Province "
"11917","Coryphaena hippurus","Northeast Shelf Province "
"11918","Corythoichthys amplexus","Northeast Shelf Province "
"11919","Corythoichthys conspicillatus","Northeast Shelf Province "
"11920","Corythoichthys haematopterus","Northeast Shelf Province "
"11921","Corythoichthys intestinalis","Northeast Shelf Province "
"11922","Corythoichthys ocellatus","Northeast Shelf Province "
"11923","Corythoichthys paxtoni","Northeast Shelf Province "
"11924","Corythoichthys schultzi","Northeast Shelf Province "
"11925","Cosmocampus darrosanus","Northeast Shelf Province "
"11926","Cottapistus cottoides","Northeast Shelf Province "
"11927","Craterocephalus marjoriae","Northeast Shelf Province "
"11928","Craterocephalus mugiloides","Northeast Shelf Province "
"11929","Crenimugil crenilabis","Northeast Shelf Province "
"11930","Crenimugil heterocheilos","Northeast Shelf Province "
"11931","Cristatogobius rubripectoralis","Northeast Shelf Province "
"11932","Crossorhombus howensis","Northeast Shelf Province "
"11933","Crossosalarias macrospilus","Northeast Shelf Province "
"11934","Cryptocentroides gobioides","Northeast Shelf Province "
"11935","Cryptocentrus bulbiceps","Northeast Shelf Province "
"11936","Cryptocentrus caeruleomaculatus","Northeast Shelf Province "
"11937","Cryptocentrus cinctus","Northeast Shelf Province "
"11938","Cryptocentrus fasciatus","Northeast Shelf Province "
"11939","Cryptocentrus leptocephalus","Northeast Shelf Province "
"11940","Cryptocentrus leucostictus","Northeast Shelf Province "
"11941","Cryptocentrus maudae","Northeast Shelf Province "
"11942","Cryptocentrus strigilliceps","Northeast Shelf Province "
"11943","Ctenochaetus binotatus","Northeast Shelf Province "
"11944","Ctenochaetus cyanocheilus","Northeast Shelf Province "
"11945","Ctenochaetus striatus","Northeast Shelf Province "
"11946","Ctenogobiops aurocingulus","Northeast Shelf Province "
"11947","Ctenogobiops crocineus","Northeast Shelf Province "
"11948","Ctenogobiops feroculus","Northeast Shelf Province "
"11949","Ctenogobiops mitodes","Northeast Shelf Province "
"11950","Ctenogobiops pomastictus","Northeast Shelf Province "
"11951","Cubiceps capensis","Northeast Shelf Province "
"11952","Cybiosarda elegans","Northeast Shelf Province "
"11953","Cyclichthys orbicularis","Northeast Shelf Province "
"11954","Cyclichthys spilostylus","Northeast Shelf Province "
"11955","Cymbacephalus bosschei","Northeast Shelf Province "
"11956","Cymbacephalus nematophthalmus","Northeast Shelf Province "
"11957","Cymbacephalus staigeri","Northeast Shelf Province "
"11958","Cymolutes praetextatus","Northeast Shelf Province "
"11959","Cymolutes torquatus","Northeast Shelf Province "
"11960","Cynoglossus bilineatus","Northeast Shelf Province "
"11961","Cynoglossus kopsii","Northeast Shelf Province "
"11962","Cynoglossus maccullochi","Northeast Shelf Province "
"11963","Cynoglossus macrophthalmus","Northeast Shelf Province "
"11964","Cynoglossus maculipinnis","Northeast Shelf Province "
"11965","Cynoglossus ogilbyi","Northeast Shelf Province "
"11966","Cynoglossus puncticeps","Northeast Shelf Province "
"11967","Cypho purpurascens","Northeast Shelf Province "
"11968","Cyprinocirrhites polyactis","Northeast Shelf Province "
"11969","Cypselurus hexazona","Northeast Shelf Province "
"11970","Cypselurus oligolepis","Northeast Shelf Province "
"11971","Dactyloptena orientalis","Northeast Shelf Province "
"11972","Dactyloptena papilio","Northeast Shelf Province "
"11973","Dactylopus dactylopus","Northeast Shelf Province "
"11974","Dascyllus aruanus","Northeast Shelf Province "
"11975","Dascyllus melanurus","Northeast Shelf Province "
"11976","Dascyllus reticulatus","Northeast Shelf Province "
"11977","Dascyllus trimaculatus","Northeast Shelf Province "
"11978","Decapterus macarellus","Northeast Shelf Province "
"11979","Decapterus macrosoma","Northeast Shelf Province "
"11980","Decapterus russelli","Northeast Shelf Province "
"11981","Dendrochirus brachypterus","Northeast Shelf Province "
"11982","Dendrochirus zebra","Northeast Shelf Province "
"11983","Dentatherina merceri","Northeast Shelf Province "
"11984","Dentex spariformis","Northeast Shelf Province "
"11985","Dentiraja polyommata","Northeast Shelf Province "
"11986","Dexillus muelleri","Northeast Shelf Province "
"11987","Diagramma pictum","Northeast Shelf Province "
"11988","Diancistrus beateae","Northeast Shelf Province "
"11989","Diancistrus longifilis","Northeast Shelf Province "
"11990","Diancistrus novaeguineae","Northeast Shelf Province "
"11991","Dibrachichthys melanurus","Northeast Shelf Province "
"11992","Didymothallus criniceps","Northeast Shelf Province "
"11993","Dinematichthys iluocoeteoides","Northeast Shelf Province "
"11994","Diodon holocanthus","Northeast Shelf Province "
"11995","Diodon hystrix","Northeast Shelf Province "
"11996","Diodon liturosus","Northeast Shelf Province "
"11997","Diplogrammus goramensis","Northeast Shelf Province "
"11998","Diploprion bifasciatum","Northeast Shelf Province "
"11999","Dipterygonotus balteatus","Northeast Shelf Province "
"12000","Dischistodus melanotus","Northeast Shelf Province "
"12001","Dischistodus perspicillatus","Northeast Shelf Province "
"12002","Dischistodus prosopotaenia","Northeast Shelf Province "
"12003","Dischistodus pseudochrysopoecilus","Northeast Shelf Province "
"12004","Discordipinna griessingeri","Northeast Shelf Province "
"12005","Discotrema crinophila","Northeast Shelf Province "
"12006","Doryrhamphus janssi","Northeast Shelf Province "
"12007","Doryrhamphus melanopleura","Northeast Shelf Province "
"12008","Doryrhamphus negrosensis","Northeast Shelf Province "
"12009","Dotsugobius bleekeri","Northeast Shelf Province "
"12010","Drepane longimana","Northeast Shelf Province "
"12011","Drepane punctata","Northeast Shelf Province "
"12012","Drombus globiceps","Northeast Shelf Province "
"12013","Drombus halei","Northeast Shelf Province "
"12014","Drombus ocyurus","Northeast Shelf Province "
"12015","Drombus simulus","Northeast Shelf Province "
"12016","Drombus triangularis","Northeast Shelf Province "
"12017","Dussumieria elopsoides","Northeast Shelf Province "
"12018","Ebosia bleekeri","Northeast Shelf Province "
"12019","Echeneis naucrates","Northeast Shelf Province "
"12020","Echidna nebulosa","Northeast Shelf Province "
"12021","Echidna polyzona","Northeast Shelf Province "
"12022","Echidna unicolor","Northeast Shelf Province "
"12023","Ecsenius bicolor","Northeast Shelf Province "
"12024","Ecsenius mandibularis","Northeast Shelf Province "
"12025","Ecsenius stictus","Northeast Shelf Province "
"12026","Egglestonichthys bombylios","Northeast Shelf Province "
"12027","Elagatis bipinnulata","Northeast Shelf Province "
"12028","Elates ransonnettii","Northeast Shelf Province "
"12029","Eleotris acanthopomus","Northeast Shelf Province "
"12030","Eleotris fusca","Northeast Shelf Province "
"12031","Eleotris melanosoma","Northeast Shelf Province "
"12032","Eleutheronema tetradactylus","Northeast Shelf Province "
"12033","Elops hawaiensis","Northeast Shelf Province "
"12034","Encheliophis gracilis","Northeast Shelf Province "
"12035","Encheliophis homei","Northeast Shelf Province "
"12036","Encheliophis vermicularis","Northeast Shelf Province "
"12037","Encheliophis vermiops","Northeast Shelf Province "
"12038","Enchelycore bayeri","Northeast Shelf Province "
"12039","Enchelycore kamara","Northeast Shelf Province "
"12040","Enchelycore schismatorhynchus","Northeast Shelf Province "
"12041","Enchelyurus kraussii","Northeast Shelf Province "
"12042","Encrasicholina devisi","Northeast Shelf Province "
"12043","Encrasicholina heteroloba","Northeast Shelf Province "
"12044","Encrasicholina punctifer","Northeast Shelf Province "
"12045","Engraulis australis","Northeast Shelf Province "
"12046","Engyprosopon bleekeri","Northeast Shelf Province "
"12047","Engyprosopon grandisquama","Northeast Shelf Province "
"12048","Engyprosopon latifrons","Northeast Shelf Province "
"12049","Engyprosopon maldivensis","Northeast Shelf Province "
"12050","Engyprosopon praeteritum","Northeast Shelf Province "
"12051","Enneapterygius atrogulare","Northeast Shelf Province "
"12052","Enneapterygius bahasa","Northeast Shelf Province "
"12053","Enneapterygius clea","Northeast Shelf Province "
"12054","Enneapterygius hemimelas","Northeast Shelf Province "
"12055","Enneapterygius larsonae","Northeast Shelf Province "
"12056","Enneapterygius nanus","Northeast Shelf Province "
"12057","Enneapterygius philippinus","Northeast Shelf Province "
"12058","Enneapterygius similis","Northeast Shelf Province "
"12059","Enneapterygius triserialis","Northeast Shelf Province "
"12060","Enneapterygius tutuilae","Northeast Shelf Province "
"12061","Epibulus insidiator","Northeast Shelf Province "
"12062","Epinephelus areolatus","Northeast Shelf Province "
"12063","Epinephelus coeruleopunctatus","Northeast Shelf Province "
"12064","Epinephelus coioides","Northeast Shelf Province "
"12065","Epinephelus corallicola","Northeast Shelf Province "
"12066","Epinephelus cyanopodus","Northeast Shelf Province "
"12067","Epinephelus daemelii","Northeast Shelf Province "
"12068","Epinephelus ergastularius","Northeast Shelf Province "
"12069","Epinephelus fasciatus","Northeast Shelf Province "
"12070","Epinephelus fuscoguttatus","Northeast Shelf Province "
"12071","Epinephelus hexagonatus","Northeast Shelf Province "
"12072","Epinephelus howlandi","Northeast Shelf Province "
"12073","Epinephelus lanceolatus","Northeast Shelf Province "
"12074","Epinephelus macrospilos","Northeast Shelf Province "
"12075","Epinephelus maculatus","Northeast Shelf Province "
"12076","Epinephelus malabaricus","Northeast Shelf Province "
"12077","Epinephelus merra","Northeast Shelf Province "
"12078","Epinephelus morrhua","Northeast Shelf Province "
"12079","Epinephelus octofasciatus","Northeast Shelf Province "
"12080","Epinephelus ongus","Northeast Shelf Province "
"12081","Epinephelus polyphekadion","Northeast Shelf Province "
"12082","Epinephelus quoyanus","Northeast Shelf Province "
"12083","Epinephelus retouti","Northeast Shelf Province "
"12084","Epinephelus sexfasciatus","Northeast Shelf Province "
"12085","Epinephelus spilotoceps","Northeast Shelf Province "
"12086","Epinephelus tauvina","Northeast Shelf Province "
"12087","Epinephelus tukula","Northeast Shelf Province "
"12088","Epinephelus undulatostriatus","Northeast Shelf Province "
"12089","Equulites elongatus","Northeast Shelf Province "
"12090","Equulites leuciscus","Northeast Shelf Province "
"12091","Equulites moretoniensis","Northeast Shelf Province "
